@relation segment

@attribute LOG1_2 numeric
@attribute LOG1_4 numeric
@attribute LOG1_6 numeric
@attribute LOG1_8 numeric
@attribute LOG_2 numeric
@attribute LOG_4 numeric
@attribute LOG_8 numeric
@attribute class {class1,class2}

@data
-6104.685547,-1854.662231,-1397.402344,-994.332886,-6104.685547,-1854.662231,-994.332886,class1
-6799.110352,-2341.690918,-1278.424805,-770.369751,-6799.110352,-2341.690918,-770.369751,class1
-8276.503906,-2594.522217,-952.976501,-428.868805,-8276.503906,-2594.522217,-428.868805,class1
-9051.023438,-1142.340454,-144.123199,72.32621,-9051.023438,-1142.340454,72.32621,class1
4548.327148,1587.319702,1000.013062,694.705261,4548.327148,1587.319702,694.705261,class1
5718.789063,3528.52002,2038.862061,1278.275635,5718.789063,3528.52002,1278.275635,class1
6905.918457,4193.652344,2641.837891,1659.810547,6905.918457,4193.652344,1659.810547,class1
6594.580078,3791.434326,2618.904541,1718.470459,6594.580078,3791.434326,1718.470459,class1
1226.829102,-7.189194,-745.43689,-820.21875,1226.829102,-7.189194,-820.21875,class1
322.155762,-665.226746,-987.674194,-1000.888428,322.155762,-665.226746,-1000.888428,class1
-11853.820313,-3370.950684,-1643.756104,-1226.260498,-11853.820313,-3370.950684,-1226.260498,class1
-9452.435547,-4565.572266,-2150.213379,-1392.563477,-9452.435547,-4565.572266,-1392.563477,class1
-1531.98999,-3472.462891,-2076.36792,-1358.731079,-1531.98999,-3472.462891,-1358.731079,class1
-5470.427246,-2225.657227,-1636.198364,-1189.779541,-5470.427246,-2225.657227,-1189.779541,class1
-5718.427246,-1835.876221,-1214.969604,-988.339722,-5718.427246,-1835.876221,-988.339722,class1
-5271.804688,-1797.134644,-1009.918457,-848.491943,-5271.804688,-1797.134644,-848.491943,class1
-681.626221,-1724.757935,-1010.877808,-824.984375,-681.626221,-1724.757935,-824.984375,class1
-6531.382324,-2265.332031,-1171.853516,-850.977295,-6531.382324,-2265.332031,-850.977295,class1
-10431.818359,-2713.621826,-1340.791504,-883.862427,-10431.818359,-2713.621826,-883.862427,class1
-19.750977,-2329.802734,-1367.312256,-878.61084,-19.750977,-2329.802734,-878.61084,class1
-8322.285156,-1951.410767,-1292.962891,-783.31189,-8322.285156,-1951.410767,-783.31189,class1
-998.928467,-2091.915039,-1110.299683,-560.065613,-998.928467,-2091.915039,-560.065613,class1
-7865.235352,-2135.506836,-648.8078,-187.257507,-7865.235352,-2135.506836,-187.257507,class1
-4408.496094,-557.679138,273.059814,355.411865,-4408.496094,-557.679138,355.411865,class1
8542.77832,2244.343262,1435.604248,996.157898,8542.77832,2244.343262,996.157898,class1
4359.842773,3901.866211,2369.21167,1560.620117,4359.842773,3901.866211,1560.620117,class1
3748.03125,3897.26001,2771.367432,1893.169189,3748.03125,3897.26001,1893.169189,class1
3855.102295,3188.439941,2622.35083,1921.145508,3855.102295,3188.439941,1921.145508,class1
3150.724121,-1461.342529,-2011.25293,-1614.509521,3150.724121,-1461.342529,-1614.509521,class1
4566.00293,-1521.930908,-1914.290771,-1683.5625,4566.00293,-1521.930908,-1683.5625,class1
-10712.568359,-3210.953125,-2137.001465,-1733.542725,-10712.568359,-3210.953125,-1733.542725,class1
-9096.550781,-3777.923584,-2360.652832,-1733.162842,-9096.550781,-3777.923584,-1733.162842,class1
-4033.715332,-3276.965088,-2287.5625,-1581.155029,-4033.715332,-3276.965088,-1581.155029,class1
-7782.143066,-3157.233887,-1912.340332,-1304.522705,-7782.143066,-3157.233887,-1304.522705,class1
-10891.802734,-2677.476074,-1279.173584,-949.449829,-10891.802734,-2677.476074,-949.449829,class1
-5295.728516,-1072.217529,-610.272949,-617.407898,-5295.728516,-1072.217529,-617.407898,class1
1473.649292,262.140778,-183.007217,-413.961304,1473.649292,262.140778,-413.961304,class1
-1893.102905,-316.871918,-192.897552,-346.27887,-1893.102905,-316.871918,-346.27887,class1
-9040.084961,-1395.539063,-479.540955,-384.476196,-9040.084961,-1395.539063,-384.476196,class1
-1403.295166,-1755.071045,-777.276184,-452.080688,-1403.295166,-1755.071045,-452.080688,class1
-2956.815918,-1612.772827,-915.445923,-442.869568,-2956.815918,-1612.772827,-442.869568,class1
7170.179688,-1348.98291,-799.429138,-293.43158,7170.179688,-1348.98291,-293.43158,class1
-2992.873535,-1112.670654,-349.109924,17.872528,-2992.873535,-1112.670654,17.872528,class1
-1658.251465,-18.178467,456.465881,492.341064,-1658.251465,-18.178467,492.341064,class1
3088.61792,1867.241089,1387.314087,1047.557007,3088.61792,1867.241089,1047.557007,class1
3811.916504,2825.954102,2060.77002,1515.421143,3811.916504,2825.954102,1515.421143,class1
86.325317,2446.806396,2256.390869,1761.283447,86.325317,2446.806396,1761.283447,class1
-1414.983398,1669.535645,2046.061523,1756.972168,-1414.983398,1669.535645,1756.972168,class1
1302.870361,2799.304688,2140.328125,1304.101563,1302.870361,2799.304688,1304.101563,class2
6263.110352,2080.570068,1461.248047,820.457947,6263.110352,2080.570068,820.457947,class2
5565.960449,1543.8396,573.678223,217.177216,5565.960449,1543.8396,217.177216,class2
1122.008057,-193.720459,-463.490845,-403.95166,1122.008057,-193.720459,-403.95166,class2
-9183.929688,-2554.131104,-1412.969238,-937.928589,-9183.929688,-2554.131104,-937.928589,class2
-6750.937988,-3543.030518,-1931.855225,-1300.82019,-6750.937988,-3543.030518,-1300.82019,class2
-4135.290039,-2913.927734,-1958.036377,-1482.968262,-4135.290039,-2913.927734,-1482.968262,class2
-3455.56958,-2023.36499,-1779.116333,-1539.089355,-3455.56958,-2023.36499,-1539.089355,class2
-2574.092285,-1751.457153,-1700.32605,-1537.810547,-2574.092285,-1751.457153,-1537.810547,class2
-3937.313232,-2184.223145,-1797.34375,-1472.538086,-3937.313232,-2184.223145,-1472.538086,class2
-4853.320801,-2694.255127,-1844.070923,-1264.362671,-4853.320801,-2694.255127,-1264.362671,class2
-3594.612793,-2642.000732,-1480.455688,-811.504272,-3594.612793,-2642.000732,-811.504272,class2
-5535.860352,-1645.802856,-555.134338,-103.733086,-5535.860352,-1645.802856,-103.733086,class2
-4903.22998,256.647461,729.511108,718.025391,-4903.22998,256.647461,718.025391,class2
-5004.299316,2102.340332,1935.245361,1430.999756,-5004.299316,2102.340332,1430.999756,class2
-2516.722168,3034.227783,2613.481201,1776.151855,-2516.722168,3034.227783,1776.151855,class2
-3153.379883,548.127075,753.914612,506.959167,-3153.379883,548.127075,506.959167,class2
-10281.793945,-1185.419434,-108.51767,-3.721588,-10281.793945,-1185.419434,-3.721588,class2
-1273.232666,-1592.820557,-808.180115,-477.138489,-1273.232666,-1592.820557,-477.138489,class2
-2616.181641,-1884.880371,-1305.792969,-852.790039,-2616.181641,-1884.880371,-852.790039,class2
-2838.492676,-2556.790039,-1633.214478,-1109.523193,-2838.492676,-2556.790039,-1109.523193,class2
-4601.233398,-2838.875977,-1736.641235,-1260.293335,-4601.233398,-2838.875977,-1260.293335,class2
-4360.243164,-2438.158203,-1648.796387,-1336.013428,-4360.243164,-2438.158203,-1336.013428,class2
-3537.811035,-1906.547607,-1570.690186,-1377.648071,-3537.811035,-1906.547607,-1377.648071,class2
-3262.575684,-1841.204956,-1641.329834,-1396.704102,-3262.575684,-1841.204956,-1396.704102,class2
-4270.328613,-2385.878418,-1837.656616,-1344.364014,-4270.328613,-2385.878418,-1344.364014,class2
-4721.892578,-3016.445068,-1875.685791,-1121.259033,-4721.892578,-3016.445068,-1121.259033,class2
-4903.430664,-3106.13916,-1399.407349,-643.869141,-4903.430664,-3106.13916,-643.869141,class2
-9326.261719,-1744.710449,-322.292236,51.023636,-9326.261719,-1744.710449,51.023636,class2
2475.726318,975.647522,981.052734,774.715515,2475.726318,975.647522,774.715515,class2
5292.411133,3022.236572,1903.997559,1284.893433,5292.411133,3022.236572,1284.893433,class2
7687.064453,2782.374512,2023.682373,1383.447021,7687.064453,2782.374512,1383.447021,class2
-3237.95459,-1839.891602,-825.822632,-380.124756,-3237.95459,-1839.891602,-380.124756,class2
-11603.881836,-3912.186279,-1640.891113,-827.541626,-11603.881836,-3912.186279,-827.541626,class2
-6966.89209,-4145.456543,-2033.650513,-1119.66748,-6966.89209,-4145.456543,-1119.66748,class2
-7073.504395,-3336.452148,-1988.971313,-1237.572998,-7073.504395,-3336.452148,-1237.572998,class2
-5843.430176,-2660.456299,-1753.956543,-1231.937012,-5843.430176,-2660.456299,-1231.937012,class2
-5210.155273,-2265.756592,-1499.620361,-1189.81665,-5210.155273,-2265.756592,-1189.81665,class2
-4106.085938,-1989.007446,-1344.085205,-1174.996826,-4106.085938,-1989.007446,-1174.996826,class2
-3473.383301,-1816.529541,-1368.912476,-1201.411133,-3473.383301,-1816.529541,-1201.411133,class2
-3536.128418,-2004.632324,-1553.353516,-1224.405762,-3536.128418,-2004.632324,-1224.405762,class2
-4515.004883,-2684.576172,-1791.849976,-1164.348633,-4515.004883,-2684.576172,-1164.348633,class2
-5494.942383,-3435.554688,-1786.323486,-925.142334,-5494.942383,-3435.554688,-925.142334,class2
-6118.583496,-3457.054443,-1242.604858,-456.80954,-6118.583496,-3457.054443,-456.80954,class2
-6851.657227,-1513.654541,-131.045029,161.206863,-6851.657227,-1513.654541,161.206863,class2
5398.461914,1758.483154,1069.393555,722.333984,5398.461914,1758.483154,722.333984,class2
5286.843262,3680.045898,1650.731567,992.726196,5286.843262,3680.045898,992.726196,class2
7416.650879,2292.979004,1240.828125,845.626709,7416.650879,2292.979004,845.626709,class2
-4829.81543,-3765.773926,-2054.770508,-1121.078613,-4829.81543,-3765.773926,-1121.078613,class2
-9360.859375,-4815.575684,-2562.24707,-1428.745972,-9360.859375,-4815.575684,-1428.745972,class2
-7825.900879,-4650.018555,-2605.291992,-1528.570557,-7825.900879,-4650.018555,-1528.570557,class2
-6237.875977,-3563.487549,-2207.420898,-1439.896484,-6237.875977,-3563.487549,-1439.896484,class2
-5324.716797,-2449.421875,-1689.004639,-1257.697632,-5324.716797,-2449.421875,-1257.697632,class2
-3562.44165,-1753.98999,-1286.519409,-1098.698853,-3562.44165,-1753.98999,-1098.698853,class2
-3756.139648,-1650.04541,-1151.61084,-1035.285278,-3756.139648,-1650.04541,-1035.285278,class2
-3638.410156,-1864.495361,-1250.869385,-1042.690186,-3638.410156,-1864.495361,-1042.690186,class2
-4230.130859,-2198.001953,-1439.687256,-1038.586182,-4230.130859,-2198.001953,-1038.586182,class2
-5549.766113,-2636.076172,-1568.650024,-935.588989,-5549.766113,-2636.076172,-935.588989,class2
-6471.245117,-3051.550537,-1421.579956,-672.956055,-6471.245117,-3051.550537,-672.956055,class2
-9542.238281,-2883.418213,-864.185669,-251.992844,-9542.238281,-2883.418213,-251.992844,class2
-4302.540527,-1074.185059,57.359604,219.238037,-4302.540527,-1074.185059,219.238037,class2
4466.063477,1480.726196,897.841064,557.373169,4466.063477,1480.726196,557.373169,class2
3423.178711,2554.406006,1053.720703,584.176636,3423.178711,2554.406006,584.176636,class2
5589.21875,690.297791,301.221832,253.064987,5589.21875,690.297791,253.064987,class2
-9775.641602,-4648.551758,-2605.551025,-1561.393555,-9775.641602,-4648.551758,-1561.393555,class2
-6790.207031,-4327.541992,-2728.310059,-1703.273682,-6790.207031,-4327.541992,-1703.273682,class2
-4867.666016,-3624.780029,-2487.466064,-1649.441528,-4867.666016,-3624.780029,-1649.441528,class2
-4160.043457,-2702.119629,-1965.512939,-1446.94104,-4160.043457,-2702.119629,-1446.94104,class2
-3150.676025,-1842.529663,-1454.844971,-1198.92627,-3150.676025,-1842.529663,-1198.92627,class2
-398.776398,-1342.962402,-1134.247437,-1010.252441,-398.776398,-1342.962402,-1010.252441,class2
-3032.897949,-1556.125854,-1108.977661,-934.978394,-3032.897949,-1556.125854,-934.978394,class2
-4180.727539,-2083.068359,-1239.220215,-909.919556,-4180.727539,-2083.068359,-909.919556,class2
-5480.956055,-2273.093994,-1298.799805,-842.420898,-5480.956055,-2273.093994,-842.420898,class2
-4712.599609,-1928.359375,-1158.817627,-664.86438,-4712.599609,-1928.359375,-664.86438,class2
-920.784424,-1481.649902,-797.178467,-377.970459,-920.784424,-1481.649902,-377.970459,class2
-4877.347656,-1202.925293,-302.21106,-42.232216,-4877.347656,-1202.925293,-42.232216,class2
-4754.22168,-447.466461,217.05368,228.815918,-4754.22168,-447.466461,228.815918,class2
-3266.658691,513.450134,493.280518,313.209534,-3266.658691,513.450134,313.209534,class2
-3319.448242,479.266174,217.037964,128.814819,-3319.448242,479.266174,128.814819,class2
-2055.707031,-1237.389282,-622.308777,-290.409668,-2055.707031,-1237.389282,-290.409668,class2
-7340.969727,-4066.855957,-2495.534912,-1666.362305,-7340.969727,-4066.855957,-1666.362305,class2
-4194.025879,-3275.734863,-2378.12085,-1678.642944,-4194.025879,-3275.734863,-1678.642944,class2
-3462.224854,-2470.0625,-2029.805786,-1547.644287,-3462.224854,-2470.0625,-1547.644287,class2
-3621.105469,-1879.091553,-1577.977539,-1329.844971,-3621.105469,-1879.091553,-1329.844971,class2
-3744.833008,-1479.137573,-1244.62793,-1105.798828,-3744.833008,-1479.137573,-1105.798828,class2
-2874.297852,-1348.080322,-1111.413086,-945.395874,-2874.297852,-1348.080322,-945.395874,class2
-3879.93457,-1754.714844,-1193.679199,-869.268799,-3879.93457,-1754.714844,-869.268799,class2
-4880.956055,-2310.789307,-1287.348389,-792.502197,-4880.956055,-2310.789307,-792.502197,class2
-5472.969238,-2174.916016,-1146.58667,-639.59613,-5472.969238,-2174.916016,-639.59613,class2
-2137.755371,-1086.044067,-719.287231,-385.350677,-2137.755371,-1086.044067,-385.350677,class2
1424.332275,91.50885,-185.023636,-93.314064,1424.332275,91.50885,-93.314064,class2
2739.627441,355.119263,190.868362,131.275574,2739.627441,355.119263,131.275574,class2
-1209.54834,83.190948,279.27832,193.655579,-1209.54834,83.190948,193.655579,class2
899.580933,-219.360352,26.979034,48.982895,899.580933,-219.360352,48.982895,class2
-31.157593,-1062.108643,-554.155701,-280.987488,-31.157593,-1062.108643,-280.987488,class2
-6126.717773,-2478.3125,-1284.26123,-697.186279,-6126.717773,-2478.3125,-697.186279,class2
-5161.902832,-2860.29248,-2051.574219,-1542.002075,-5161.902832,-2860.29248,-1542.002075,class2
-3765.042969,-2404.894287,-1865.348389,-1485.697632,-3765.042969,-2404.894287,-1485.697632,class2
-3362.363525,-1870.137817,-1554.201172,-1342.377319,-3362.363525,-1870.137817,-1342.377319,class2
-3481.553711,-1527.02356,-1258.050293,-1164.341431,-3481.553711,-1527.02356,-1164.341431,class2
-3478.451172,-1433.817383,-1130.883545,-1001.346985,-3478.451172,-1433.817383,-1001.346985,class2
-2972.668945,-1594.804443,-1165.33374,-882.862244,-2972.668945,-1594.804443,-882.862244,class2
-3926.619385,-2090.951416,-1291.54541,-795.48877,-3926.619385,-2090.951416,-795.48877,class2
-5092.582031,-2493.174316,-1288.446045,-653.984863,-5092.582031,-2493.174316,-653.984863,class2
-4994.579102,-2043.733154,-954.632263,-419.026886,-4994.579102,-2043.733154,-419.026886,class2
-2725.641357,-663.312439,-353.481323,-118.896523,-2725.641357,-663.312439,-118.896523,class2
1865.805054,640.924805,209.490143,138.744171,1865.805054,640.924805,138.744171,class2
-754.262939,710.741821,418.302368,234.335602,-754.262939,710.741821,234.335602,class2
-4597.607422,-60.382263,182.737778,112.134949,-4597.607422,-60.382263,112.134949,class2
891.743408,-880.347107,-396.7453,-200.223419,891.743408,-880.347107,-200.223419,class2
-3224.753174,-1921.057373,-1091.193237,-597.720093,-3224.753174,-1921.057373,-597.720093,class2
-6130.129883,-2839.606445,-1617.334839,-945.060303,-6130.129883,-2839.606445,-945.060303,class2
-4231.314941,-2113.949707,-1638.234131,-1333.337158,-4231.314941,-2113.949707,-1333.337158,class2
-3831.14502,-1925.63916,-1450.745117,-1259.621948,-3831.14502,-1925.63916,-1259.621948,class2
-3362.363525,-1649.470215,-1225.886719,-1141.823242,-3362.363525,-1649.470215,-1141.823242,class2
-3411.788086,-1461.686279,-1082.015991,-1019.00769,-3411.788086,-1461.686279,-1019.00769,class2
-3435.422363,-1538.168213,-1110.151489,-911.851807,-3435.422363,-1538.168213,-911.851807,class2
-3269.130371,-1920.104492,-1228.276855,-810.994507,-3269.130371,-1920.104492,-810.994507,class2
-4284.645996,-2510.437744,-1306.893066,-683.085938,-4284.645996,-2510.437744,-683.085938,class2
-5214.815918,-2673.082031,-1144.125977,-464.787628,-5214.815918,-2673.082031,-464.787628,class2
-3286.161621,-1901.221191,-653.073364,-165.605927,-3286.161621,-1901.221191,-165.605927,class2
-3104.550293,-611.98999,-30.591705,135.82457,-3104.550293,-611.98999,135.82457,class2
1416.027832,298.532135,395.114868,315.908112,1416.027832,298.532135,315.908112,class2
-778.184937,206.850891,393.646301,275.000244,-778.184937,206.850891,275.000244,class2
-4833.094727,-562.689636,-45.085983,8.271255,-4833.094727,-562.689636,8.271255,class2
-4835.599609,-1542.053223,-753.557251,-402.976685,-4835.599609,-1542.053223,-402.976685,class2
-7234.125,-2496.964355,-1415.430054,-805.633728,-7234.125,-2496.964355,-805.633728,class2
-5565.100586,-2885.778809,-1736.539063,-1057.835327,-5565.100586,-2885.778809,-1057.835327,class2
-4428.328125,-1967.763306,-1380.789551,-1118.720337,-4428.328125,-1967.763306,-1118.720337,class2
-3617.579102,-1687.424561,-1199.574829,-1053.720947,-3617.579102,-1687.424561,-1053.720947,class2
-3362.363525,-1530.03418,-1053.436523,-974.183777,-3362.363525,-1530.03418,-974.183777,class2
-3371.970703,-1478.430908,-1022.310547,-901.201416,-3371.970703,-1478.430908,-901.201416,class2
-3411.788574,-1702.760254,-1131.047241,-827.804688,-3411.788574,-1702.760254,-827.804688,class2
-3581.519043,-2245.605713,-1228.92041,-711.695374,-3581.519043,-2245.605713,-711.695374,class2
-5445.842285,-2780.963867,-1151.858765,-516.516846,-5445.842285,-2780.963867,-516.516846,class2
-7817.246094,-2472.685547,-765.787598,-217.440308,-7817.246094,-2472.685547,-217.440308,class2
-4149.378906,-1214.648926,-152.553787,121.753479,-4149.378906,-1214.648926,121.753479,class2
-2903.136719,-116.619751,376.265503,384.820892,-2903.136719,-116.619751,384.820892,class2
-3765.270996,58.631042,548.611816,457.066467,-3765.270996,58.631042,457.066467,class2
-3791.074463,-328.518127,300.057678,282.21167,-3791.074463,-328.518127,282.21167,class2
140.03183,-892.648804,-272.830994,-91.337723,140.03183,-892.648804,-91.337723,class2
-1993.055664,-1763.920654,-983.430054,-549.720154,-1993.055664,-1763.920654,-549.720154,class2
-5541.595215,-2563.256348,-1534.197021,-924.568359,-5541.595215,-2563.256348,-924.568359,class2
-4483.229492,-2735.868164,-1710.205444,-1091.887085,-4483.229492,-2735.868164,-1091.887085,class2
-3739.382568,-1891.786133,-1183.133545,-924.689941,-3739.382568,-1891.786133,-924.689941,class2
-3408.848145,-1534.71936,-1036.18457,-881.735107,-3408.848145,-1534.71936,-881.735107,class2
-3362.363525,-1459.315918,-979.86438,-845.508179,-3362.363525,-1459.315918,-845.508179,class2
-3362.363525,-1569.30957,-1039.17334,-813.764893,-3362.363525,-1569.30957,-813.764893,class2
-3457.438477,-1932.067505,-1159.14624,-750.964539,-3457.438477,-1932.067505,-750.964539,class2
-4681.732422,-2380.226807,-1137.619629,-595.788696,-4681.732422,-2380.226807,-595.788696,class2
-7624.449707,-2312.822021,-815.683167,-323.723938,-7624.449707,-2312.822021,-323.723938,class2
-6785.793945,-1210.658325,-189.081879,43.703552,-6785.793945,-1210.658325,43.703552,class2
-127.728882,329.892548,490.729706,395.571167,-127.728882,329.892548,395.571167,class2
3392.723877,1030.240112,866.869446,597.159912,3392.723877,1030.240112,597.159912,class2
459.952515,513.252686,762.882507,557.748169,459.952515,513.252686,557.748169,class2
-4365.103516,-418.644104,260.196014,268.155792,-4365.103516,-418.644104,268.155792,class2
-1418.493896,-1261.107178,-444.931091,-178.438446,-1418.493896,-1261.107178,-178.438446,class2
-3945.342285,-2058.446289,-1133.883057,-651.750854,-3945.342285,-2058.446289,-651.750854,class2
-5101.452148,-2488.564941,-1560.826904,-989.811951,-5101.452148,-2488.564941,-989.811951,class2
-3804.174805,-2482.361328,-1650.71875,-1100.362305,-3804.174805,-2482.361328,-1100.362305,class2
-3367.838623,-1663.834961,-1008.662354,-806.187256,-3367.838623,-1663.834961,-806.187256,class2
-3362.363525,-1448.711914,-930.606323,-778.317261,-3362.363525,-1448.711914,-778.317261,class2
-3391.453613,-1461.340088,-955.078491,-767.621521,-3391.453613,-1461.340088,-767.621521,class2
-3512.020508,-1691.731812,-1060.27063,-753.93988,-3512.020508,-1691.731812,-753.93988,class2
-4089.203125,-2078.631348,-1136.430786,-683.224182,-4089.203125,-2078.631348,-683.224182,class2
-5985.156738,-2110.992188,-973.015076,-491.930481,-5985.156738,-2110.992188,-491.930481,class2
-4376.763184,-1117.32605,-448.419922,-170.623642,-4376.763184,-1117.32605,-170.623642,class2
3467.272705,541.090332,311.152161,222.990051,3467.272705,541.090332,222.990051,class2
2528.281494,1735.64502,964.354736,554.545715,2528.281494,1735.64502,554.545715,class2
-106.723511,1909.700195,1197.414429,692.99707,-106.723511,1909.700195,692.99707,class2
-2052.165771,1231.060791,917.7901,575.344666,-2052.165771,1231.060791,575.344666,class2
-323.351318,-5.247131,256.730591,225.556412,-323.351318,-5.247131,225.556412,class2
-5726.517578,-1468.301392,-538.180481,-239.233063,-5726.517578,-1468.301392,-239.233063,class2
-7066.978516,-2422.639404,-1195.513672,-688.222412,-7066.978516,-2422.639404,-688.222412,class2
-4580.232422,-2448.380371,-1512.682495,-982.965698,-4580.232422,-2448.380371,-982.965698,class2
-3486.378418,-2190.346924,-1555.053955,-1065.833008,-3486.378418,-2190.346924,-1065.833008,class2
-3362.363525,-1489.646973,-887.239746,-787.905396,-3362.363525,-1489.646973,-787.905396,class2
-3362.363525,-1430.517578,-865.252747,-761.697266,-3362.363525,-1430.517578,-761.697266,class2
-3512.020996,-1472.59082,-922.16687,-754.357666,-3512.020996,-1472.59082,-754.357666,class2
-3583.585938,-1653.68811,-1019.778198,-738.767944,-3583.585938,-1653.68811,-738.767944,class2
-3856.978027,-1916.122559,-1048.785034,-658.461365,-3856.978027,-1916.122559,-658.461365,class2
-4555.822266,-1719.798828,-836.421082,-459.029602,-4555.822266,-1719.798828,-459.029602,class2
994.964355,-528.95813,-301.810974,-141.431641,994.964355,-528.95813,-141.431641,class2
3550.836426,923.281616,389.389526,222.427277,3550.836426,923.281616,222.427277,class2
787.249634,1652.411133,930.654846,505.164246,787.249634,1652.411133,505.164246,class2
2196.574463,1747.950439,1097.49292,598.317688,2196.574463,1747.950439,598.317688,class2
3135.743652,1419.062866,821.539063,460.401917,3135.743652,1419.062866,460.401917,class2
2239.924316,306.348816,183.387039,124.751236,2239.924316,306.348816,124.751236,class2
-4072.73291,-1389.993042,-583.229614,-295.72522,-4072.73291,-1389.993042,-295.72522,class2
-5836.541016,-2438.541504,-1168.998901,-682.682861,-5836.541016,-2438.541504,-682.682861,class2
-4033.155518,-2333.50415,-1399.337402,-928.604736,-4033.155518,-2333.50415,-928.604736,class2
-3375.635498,-1936.732178,-1414.455078,-1002.063599,-3375.635498,-1936.732178,-1002.063599,class2
-3362.363525,-1415.147827,-908.676514,-896.633118,-3362.363525,-1415.147827,-896.633118,class2
-3362.363525,-1431.480591,-878.239136,-853.272949,-3362.363525,-1431.480591,-853.272949,class2
-3600.07251,-1444.798584,-895.14801,-825.128662,-3600.07251,-1444.798584,-825.128662,class2
-3080.065918,-1485.25708,-941.866943,-791.784241,-3080.065918,-1485.25708,-791.784241,class2
-1664.798096,-1642.875854,-954.721497,-709.287354,-1664.798096,-1642.875854,-709.287354,class2
-5080.19043,-1692.180786,-817.144043,-535.100037,-5080.19043,-1692.180786,-535.100037,class2
-5380.522461,-1178.259521,-467.53952,-270.694763,-5380.522461,-1178.259521,-270.694763,class2
-1988.510986,-389.504089,-9.458633,20.79454,-1988.510986,-389.504089,20.79454,class2
-1177.265991,132.553024,372.074524,240.266403,-1177.265991,132.553024,240.266403,class2
-2503.011719,514.081238,537.052185,309.689789,-2503.011719,514.081238,309.689789,class2
-92.050293,645.211853,395.245514,200.210571,-92.050293,645.211853,200.210571,class2
-669.923096,-81.268333,-54.856949,-62.467331,-669.923096,-81.268333,-62.467331,class2
-3584.723633,-1406.138306,-637.792358,-389.282288,-3584.723633,-1406.138306,-389.282288,class2
-4811.350586,-2201.178223,-1070.867188,-684.677246,-4811.350586,-2201.178223,-684.677246,class2
-3832.788574,-2091.494873,-1217.952637,-875.129456,-3832.788574,-2091.494873,-875.129456,class2
-3362.363525,-1723.475342,-1219.903809,-945.664673,-3362.363525,-1723.475342,-945.664673,class2
-3376.644043,-1414.61499,-1144.072021,-1113.265991,-3376.644043,-1414.61499,-1113.265991,class2
-3371.35376,-1427.640137,-1062.238159,-1047.747803,-3371.35376,-1427.640137,-1047.747803,class2
-3513.767578,-1418.889771,-997.794189,-989.439697,-3513.767578,-1418.889771,-989.439697,class2
-3583.585938,-1421.193848,-973.016235,-932.594238,-3583.585938,-1421.193848,-932.594238,class2
-3175.140625,-1550.972778,-974.970581,-851.26947,-3175.140625,-1550.972778,-851.26947,class2
-4703.978516,-1814.092163,-934.19751,-712.244995,-4703.978516,-1814.092163,-712.244995,class2
-5542.641602,-1938.938232,-800.793945,-512.214661,-5542.641602,-1938.938232,-512.214661,class2
-3974.915771,-1834.457764,-597.769897,-297.869476,-3974.915771,-1834.457764,-297.869476,class2
-5885.664063,-1571.684937,-383.012756,-137.580658,-5885.664063,-1571.684937,-137.580658,class2
-4024.700195,-1041.496582,-226.112137,-81.50473,-4024.700195,-1041.496582,-81.50473,class2
-1030.270264,-641.556519,-230.164017,-150.27121,-1030.270264,-641.556519,-150.27121,class2
-2648.683838,-982.437439,-448.904633,-329.736725,-2648.683838,-982.437439,-329.736725,class2
-5232.214844,-1691.405518,-775.16272,-557.599426,-5232.214844,-1691.405518,-557.599426,class2
-4622.578125,-1998.333984,-1010.261719,-762.287964,-4622.578125,-1998.333984,-762.287964,class2
-3571.935547,-1817.266357,-1070.480225,-898.490356,-3571.935547,-1817.266357,-898.490356,class2
-3362.363525,-1560.871094,-1062.392334,-960.989258,-3362.363525,-1560.871094,-960.989258,class2
-3345.403564,-1802.072266,-1624.448853,-1368.037354,-3345.403564,-1802.072266,-1368.037354,class2
-3375.653076,-1663.17749,-1489.546265,-1303.027954,-3375.653076,-1663.17749,-1303.027954,class2
-3400.443848,-1540.645264,-1346.985718,-1233.229248,-3400.443848,-1540.645264,-1233.229248,class2
-3512.020508,-1504.7771,-1253.606934,-1162.408691,-3512.020508,-1504.7771,-1162.408691,class2
-3600.07373,-1577.642578,-1220.313232,-1076.488403,-3600.07373,-1577.642578,-1076.488403,class2
-3725.387207,-1762.757935,-1197.001465,-950.553223,-3725.387207,-1762.757935,-950.553223,class2
-3998.73584,-2035.138184,-1147.981934,-782.736694,-3998.73584,-2035.138184,-782.736694,class2
-4322.441895,-2286.54248,-1069.846313,-614.42041,-4322.441895,-2286.54248,-614.42041,class2
-6039.657715,-2307.343994,-962.454651,-496.509003,-6039.657715,-2307.343994,-496.509003,class2
-4921.724609,-1943.306885,-846.194214,-458.48349,-4921.724609,-1943.306885,-458.48349,class2
-2456.380859,-1598.646729,-794.346313,-507.494446,-2456.380859,-1598.646729,-507.494446,class2
-4561.036133,-1693.749023,-861.58667,-631.046753,-4561.036133,-1693.749023,-631.046753,class2
-4998.401367,-1890.234741,-994.023499,-786.337402,-4998.401367,-1890.234741,-786.337402,class2
-3832.53125,-1825.006104,-1084.501709,-924.427856,-3832.53125,-1825.006104,-924.427856,class2
-3396.078125,-1614.797607,-1095.865723,-1020.037109,-3396.078125,-1614.797607,-1020.037109,class2
