@relation segment

@attribute LOG1_2 numeric
@attribute LOG1_4 numeric
@attribute LOG1_6 numeric
@attribute LOG1_8 numeric
@attribute LOG_2 numeric
@attribute LOG_4 numeric
@attribute LOG_8 numeric
@attribute class {class1,class2}

@data
2170.569336,-205.014938,-264.746582,-153.277267,2170.569336,-205.014938,-153.277267,class2
-4318.42334,-370.100433,-151.469543,-90.455139,-4318.42334,-370.100433,-90.455139,class2
298.437561,-205.273071,-35.031567,-42.229431,298.437561,-205.273071,-42.229431,class2
-724.149292,93.859245,19.205265,-27.554192,-724.149292,93.859245,-27.554192,class2
66.314453,32.058987,-41.440708,-60.17894,66.314453,32.058987,-60.17894,class2
-1336.22583,-190.038803,-166.77832,-117.48053,-1336.22583,-190.038803,-117.48053,class2
1743.594971,-576.491333,-335.065369,-173.82428,1743.594971,-576.491333,-173.82428,class2
-3483.861816,-1036.083862,-440.407959,-205.636459,-3483.861816,-1036.083862,-205.636459,class2
-4250.18457,-1120.459473,-422.801941,-198.672852,-4250.18457,-1120.459473,-198.672852,class2
-2132.28418,-452.113007,-256.766907,-152.937653,-2132.28418,-452.113007,-152.937653,class2
3077.939209,174.112045,-68.183548,-102.539719,3077.939209,174.112045,-102.539719,class2
-2325.862549,300.645691,16.662512,-63.493713,-2325.862549,300.645691,-63.493713,class2
3139.305664,95.651939,-40.97612,-67.257401,3139.305664,95.651939,-67.257401,class2
-1673.871704,-380.659119,-149.120789,-89.46521,-1673.871704,-380.659119,-89.46521,class2
-1113.715332,-711.639343,-253.854706,-107.706726,-1113.715332,-711.639343,-107.706726,class2
-1614.850586,-594.520142,-258.434753,-93.3004,-1614.850586,-594.520142,-93.3004,class2
-4733.339844,-506.331116,-203.766296,-53.552277,-4733.339844,-506.331116,-53.552277,class2
-2157.167725,-541.24884,-146.242493,-1.18988,-2157.167725,-541.24884,-1.18988,class2
-826.845093,-863.357727,-104.029572,35.45977,-826.845093,-863.357727,35.45977,class2
-7538.519531,-861.857788,-27.394562,47.252312,-7538.519531,-861.857788,47.252312,class2
-1041.373901,-555.37793,-350.12149,-176.291229,-1041.373901,-555.37793,-176.291229,class2
-2460.504395,-954.704285,-362.936371,-160.385117,-2460.504395,-954.704285,-160.385117,class2
-4416.564453,-892.621826,-257.262726,-122.871498,-4416.564453,-892.621826,-122.871498,class2
-946.900513,-229.393738,-82.721008,-79.762886,-946.900513,-229.393738,-79.762886,class2
18.240967,186.915192,-12.362839,-75.351563,18.240967,186.915192,-75.351563,class2
-1880.603638,-197.684753,-142.927002,-135.582886,-1880.603638,-197.684753,-135.582886,class2
-4019.666504,-786.294556,-381.442078,-230.641754,-4019.666504,-786.294556,-230.641754,class2
-102.032471,-1252.995605,-615.674927,-311.73053,-102.032471,-1252.995605,-311.73053,class2
-5264.171387,-1433.206665,-703.126221,-339.769043,-5264.171387,-1433.206665,-339.769043,class2
-2304.814453,-1134.180176,-613.579224,-301.903809,-2304.814453,-1134.180176,-301.903809,class2
581.968628,-615.468384,-385.26178,-208.575226,581.968628,-615.468384,-208.575226,class2
-873.942383,-362.497955,-141.865616,-105.798798,-873.942383,-362.497955,-105.798798,class2
-3541.819336,-55.743271,19.356607,-17.995745,-3541.819336,-55.743271,-17.995745,class2
3538.596924,245.954483,32.250031,9.930577,3538.596924,245.954483,9.930577,class2
164.252991,-112.940491,-57.766468,-6.733246,164.252991,-112.940491,-6.733246,class2
-3530.935791,-701.706421,-192.665558,-43.382912,-3530.935791,-701.706421,-43.382912,class2
1961.56543,-694.858154,-249.977631,-65.309555,1961.56543,-694.858154,-65.309555,class2
1659.767944,-487.943054,-231.204315,-62.373997,1659.767944,-487.943054,-62.373997,class2
2145.753906,-323.878174,-176.549347,-33.640602,2145.753906,-323.878174,-33.640602,class2
2830.609375,-249.389084,-99.170654,-0.679024,2830.609375,-249.389084,-0.679024,class2
-1708.916992,-155.470123,-2.97776,27.56035,-1708.916992,-155.470123,27.56035,class2
-1374.07605,-547.767029,-234.204926,-113.035835,-1374.07605,-547.767029,-113.035835,class2
-3761.212646,-1307.607544,-350.900635,-133.786499,-3761.212646,-1307.607544,-133.786499,class2
-3174.251465,-1005.807617,-288.59668,-133.666626,-3174.251465,-1005.807617,-133.666626,class2
2914.042969,59.780746,-112.832779,-112.522926,2914.042969,59.780746,-112.522926,class2
2387.242676,471.342285,-66.66478,-128.102722,2387.242676,471.342285,-128.102722,class2
24.165466,-292.910095,-250.697372,-206.998718,24.165466,-292.910095,-206.998718,class2
-1938.108643,-1253.512207,-538.768005,-314.981659,-1938.108643,-1253.512207,-314.981659,class2
-3802.158691,-1529.913086,-732.883789,-388.203491,-3802.158691,-1529.913086,-388.203491,class2
-2562.106445,-1073.24292,-724.069214,-391.605591,-2562.106445,-1073.24292,-391.605591,class2
1191.07373,-566.250854,-584.449341,-327.004395,1191.07373,-566.250854,-327.004395,class2
1430.693848,-685.479065,-403.821289,-216.383514,1430.693848,-685.479065,-216.383514,class2
-5929.708008,-925.406616,-217.278473,-98.927734,-5929.708008,-925.406616,-98.927734,class2
-941.174927,-406.33551,-33.93766,10.012076,-941.174927,-406.33551,10.012076,class2
2014.151978,174.562881,54.732368,61.764336,2014.151978,174.562881,61.764336,class2
-119.277832,-68.456284,16.422447,55.538944,-119.277832,-68.456284,55.538944,class2
-5252.38623,-513.778748,-96.303406,13.177351,-5252.38623,-513.778748,13.177351,class2
-2325.171631,-509.79071,-169.825409,-29.467916,-2325.171631,-509.79071,-29.467916,class2
-1691.807129,-410.078339,-169.815903,-45.592632,-1691.807129,-410.078339,-45.592632,class2
-4235.353516,-286.419006,-120.417915,-28.51346,-4235.353516,-286.419006,-28.51346,class2
-466.861084,150.781082,-20.080166,1.366585,-466.861084,150.781082,1.366585,class2
2562.37793,471.972931,64.234795,31.463318,2562.37793,471.972931,31.463318,class2
-1963.446167,-22.913597,-41.211388,-34.409786,-1963.446167,-22.913597,-34.409786,class2
-1006.55365,-871.797058,-209.71994,-78.782074,-1006.55365,-871.797058,-78.782074,class2
-4905.20166,-836.253723,-241.82962,-116.628288,-4905.20166,-836.253723,-116.628288,class2
2677.17041,75.203133,-149.560379,-128.95253,2677.17041,75.203133,-128.95253,class2
810.933716,447.004578,-148.256805,-166.936859,810.933716,447.004578,-166.936859,class2
-1360.87793,-339.108032,-328.451965,-248.346207,-1360.87793,-339.108032,-248.346207,class2
-3384.481934,-1377.378906,-585.576294,-342.065735,-3384.481934,-1377.378906,-342.065735,class2
-2279.209961,-1497.106812,-693.560791,-385.758728,-2279.209961,-1497.106812,-385.758728,class2
2006.976318,-684.15686,-588.443237,-360.287537,2006.976318,-684.15686,-360.287537,class2
1636.162598,-179.044617,-422.693237,-282.691437,1636.162598,-179.044617,-282.691437,class2
-1015.196777,-642.26239,-310.024597,-180.94104,-1015.196777,-642.26239,-180.94104,class2
-6716.581055,-974.139771,-197.175919,-77.582855,-6716.581055,-974.139771,-77.582855,class2
1540.440674,-336.92865,-14.778162,29.221128,1540.440674,-336.92865,29.221128,class2
438.672241,221.107132,127.287041,92.527466,438.672241,221.107132,92.527466,class2
-1787.380615,29.814819,128.187347,94.477989,-1787.380615,29.814819,94.477989,class2
-480.594238,-136.699188,33.300125,50.070786,-480.594238,-136.699188,50.070786,class2
3290.344238,-86.820526,-59.773125,-7.834337,3290.344238,-86.820526,-7.834337,class2
-1676.978638,-121.98912,-93.933929,-39.778465,-1676.978638,-121.98912,-39.778465,class2
-2764.79541,-131.579895,-85.517769,-34.252998,-2764.79541,-131.579895,-34.252998,class2
-710.687683,99.264969,-13.457832,-8.603381,-710.687683,99.264969,-8.603381,class2
1112.649902,204.380524,44.247272,21.430977,1112.649902,204.380524,21.430977,class2
1497.271729,617.221741,116.427048,16.525932,1497.271729,617.221741,16.525932,class2
1682.515747,-159.389343,-31.605974,-30.535166,1682.515747,-159.389343,-30.535166,class2
-3440.395752,-678.713135,-157.860001,-89.652847,-3440.395752,-678.713135,-89.652847,class2
740.198303,-293.272888,-190.743469,-130.194275,740.198303,-293.272888,-130.194275,class2
204.49408,86.975449,-236.333038,-182.398224,204.49408,86.975449,-182.398224,class2
444.267975,-297.340118,-359.311035,-250.465424,444.267975,-297.340118,-250.465424,class2
-1388.205078,-1138.791992,-517.848816,-312.307159,-1388.205078,-1138.791992,-312.307159,class2
-5476.841797,-1312.533081,-530.474976,-320.184326,-5476.841797,-1312.533081,-320.184326,class2
-2732.116699,-461.148376,-364.818481,-272.455566,-2732.116699,-461.148376,-272.455566,class2
-1766.38147,171.210785,-192.940506,-197.804382,-1766.38147,171.210785,-197.804382,class2
508.505737,-263.76886,-142.335037,-122.234016,508.505737,-263.76886,-122.234016,class2
-4442.228516,-664.363403,-103.400246,-49.536537,-4442.228516,-664.363403,-49.536537,class2
852.536255,-28.613205,60.797878,39.185951,852.536255,-28.613205,39.185951,class2
375.347046,690.582153,229.622513,101.656586,375.347046,690.582153,101.656586,class2
-278.764465,437.24231,231.889343,105.129341,-278.764465,437.24231,105.129341,class2
-2165.969238,-44.006485,99.242447,56.799965,-2165.969238,-44.006485,56.799965,class2
2095.384277,-125.755463,-48.983044,-12.674261,2095.384277,-125.755463,-12.674261,class2
13.319824,-37.904892,-119.815346,-56.704147,13.319824,-37.904892,-56.704147,class2
4055.224121,-34.507553,-133.572937,-60.794621,4055.224121,-34.507553,-60.794621,class2
1214.446411,-137.333542,-80.292969,-38.21019,1214.446411,-137.333542,-38.21019,class2
-3897.743164,-404.77771,-24.485338,-5.896196,-3897.743164,-404.77771,-5.896196,class2
4034.796387,638.648438,132.581161,21.042292,4034.796387,638.648438,21.042292,class2
-1295.996582,221.086136,65.96843,-9.655731,-1295.996582,221.086136,-9.655731,class2
-4887.368164,-407.502655,-77.191765,-62.220531,-4887.368164,-407.502655,-62.220531,class2
-1742.076416,-579.899963,-195.349136,-108.453064,-1742.076416,-579.899963,-108.453064,class2
-87.791481,-453.207886,-271.530823,-158.600586,-87.791481,-453.207886,-158.600586,class2
-139.446686,-376.977997,-322.403381,-205.422134,-139.446686,-376.977997,-205.422134,class2
-508.912598,-680.202454,-364.17392,-238.78476,-508.912598,-680.202454,-238.78476,class2
-5928.681152,-796.496277,-311.113129,-230.198761,-5928.681152,-796.496277,-230.198761,class2
1062.000122,-53.423843,-153.645645,-185.755798,1062.000122,-53.423843,-185.755798,class2
4314.544922,628.032837,-22.214531,-135.012878,4314.544922,628.032837,-135.012878,class2
3152.13623,108.756393,-36.556137,-92.625069,3152.13623,108.756393,-92.625069,class2
-4566.269531,-625.383606,-68.940994,-50.979218,-4566.269531,-625.383606,-50.979218,class2
578.604248,-71.694412,63.280117,14.207226,578.604248,-71.694412,14.207226,class2
6730.426758,1045.657104,240.267044,66.104286,6730.426758,1045.657104,66.104286,class2
4572.48584,850.907227,238.834534,67.076599,4572.48584,850.907227,67.076599,class2
-5531.688477,-234.429703,60.699749,17.481813,-5531.688477,-234.429703,17.481813,class2
-738.047607,-677.762817,-140.61026,-53.325531,-738.047607,-677.762817,-53.325531,class2
735.952759,-631.175354,-242.843857,-97.736206,735.952759,-631.175354,-97.736206,class2
-4466.882813,-644.576172,-250.864471,-101.627457,-4466.882813,-644.576172,-101.627457,class2
173.673096,-433.389221,-166.41777,-76.72081,173.673096,-433.389221,-76.72081,class2
-1571.13269,-354.609833,-63.509781,-41.051842,-1571.13269,-354.609833,-41.051842,class2
-454.570496,-78.958862,-12.643456,-10.905437,-454.570496,-78.958862,-10.905437,class2
346.658203,90.33284,12.465252,-15.762627,346.658203,90.33284,-15.762627,class2
3193.935303,-6.96486,-36.206451,-34.989067,3193.935303,-6.96486,-34.989067,class2
582.878601,-403.956909,-117.959839,-59.202717,582.878601,-403.956909,-59.202717,class2
-5426.951172,-613.890747,-171.895126,-93.318466,-5426.951172,-613.890747,-93.318466,class2
-2478.686768,-370.676605,-184.719635,-123.001465,-2478.686768,-370.676605,-123.001465,class2
3472.662109,-238.517212,-181.337265,-146.763718,3472.662109,-238.517212,-146.763718,class2
-843.563477,-302.741333,-141.225586,-151.527267,-843.563477,-302.741333,-151.527267,class2
-104.611328,107.410156,-60.06514,-140.322968,-104.611328,107.410156,-140.322968,class2
2843.837891,604.250732,-5.929977,-131.951248,2843.837891,604.250732,-131.951248,class2
1394.635254,77.342102,-69.032867,-125.230858,1394.635254,77.342102,-125.230858,class2
-5454.671387,-781.574036,-141.683167,-108.416412,-5454.671387,-781.574036,-108.416412,class2
-4089.677734,-494.815735,-55.294086,-63.889591,-4089.677734,-494.815735,-63.889591,class2
1146.174072,585.61145,99.241669,-23.466066,1146.174072,585.61145,-23.466066,class2
3352.117676,686.396667,118.712662,-17.062948,3352.117676,686.396667,-17.062948,class2
-4735.95752,-310.371033,-36.396896,-53.041542,-4735.95752,-310.371033,-53.041542,class2
-3784.189209,-849.299316,-215.954102,-108.389702,-3784.189209,-849.299316,-108.389702,class2
-108.104736,-922.756104,-315.273926,-141.831299,-108.104736,-922.756104,-141.831299,class2
-9380.517578,-1002.183533,-315.156311,-141.062912,-9380.517578,-1002.183533,-141.062912,class2
426.116302,-512.070862,-210.098572,-115.64695,426.116302,-512.070862,-115.64695,class2
3040.751953,95.378098,-76.460663,-80.697372,3040.751953,95.378098,-80.697372,class2
-2838.546387,-737.644348,-200.86972,-56.370903,-2838.546387,-737.644348,-56.370903,class2
-1718.112183,-467.880005,-130.07869,-36.031654,-1718.112183,-467.880005,-36.031654,class2
1430.974976,-60.523438,-43.310654,-13.122231,1430.974976,-60.523438,-13.122231,class2
-1006.873413,-2.287865,1.193909,-2.040648,-1006.873413,-2.287865,-2.040648,class2
-2.09967,-40.073326,9.491844,-16.203468,-2.09967,-40.073326,-16.203468,class2
772.307068,-37.666138,-16.125088,-39.425362,772.307068,-37.666138,-39.425362,class2
585.550171,-179.790894,-63.500267,-75.519958,585.550171,-179.790894,-75.519958,class2
-34.510071,-468.022095,-115.321754,-119.231255,-34.510071,-468.022095,-119.231255,class2
-3334.551025,-373.041687,-159.743195,-162.721481,-3334.551025,-373.041687,-162.721481,class2
1087.15332,-13.256361,-198.690765,-202.062241,1087.15332,-13.256361,-202.062241,class2
-2015.595215,-256.438599,-267.231964,-221.259399,-2015.595215,-256.438599,-221.259399,class2
-2709.726074,-709.719604,-307.056152,-211.506683,-2709.726074,-709.719604,-211.506683,class2
-1864.033569,-653.521973,-250.957809,-174.130356,-1864.033569,-653.521973,-174.130356,class2
-2092.856445,-207.058533,-151.219238,-140.006119,-2092.856445,-207.058533,-140.006119,class2
1739.351074,14.686951,-111.482285,-121.55233,1739.351074,14.686951,-121.55233,class2
-1731.398926,-288.634583,-180.422958,-131.93132,-1731.398926,-288.634583,-131.93132,class2
-1279.908936,-474.189789,-256.361694,-159.364899,-1279.908936,-474.189789,-159.364899,class2
1443.574829,-410.42453,-303.385498,-176.704102,1443.574829,-410.42453,-176.704102,class2
46.769592,-456.391327,-303.890625,-174.511047,46.769592,-456.391327,-174.511047,class2
-2298.082031,-446.264465,-240.589493,-156.734772,-2298.082031,-446.264465,-156.734772,class2
-1247.579346,-110.379608,-151.303802,-130.062714,-1247.579346,-110.379608,-130.062714,class2
-2052.584473,-904.372803,-301.201233,-74.439301,-2052.584473,-904.372803,-74.439301,class2
-2964.353516,-884.011475,-229.317719,-37.212303,-2964.353516,-884.011475,-37.212303,class2
-4252.635254,-254.020233,-50.404694,15.254129,-4252.635254,-254.020233,15.254129,class2
216.647217,366.603546,102.683746,52.831333,216.647217,366.603546,52.831333,class2
1579.47937,522.599976,154.886459,49.418571,1579.47937,522.599976,49.418571,class2
-636.665894,189.485611,94.448303,19.807114,-636.665894,189.485611,19.807114,class2
-2868.253174,-217.703003,-23.891178,-43.551979,-2868.253174,-217.703003,-43.551979,class2
-4741.116211,-565.990723,-174.72406,-136.120178,-4741.116211,-565.990723,-136.120178,class2
-5382.791992,-679.811768,-351.819489,-236.053375,-5382.791992,-679.811768,-236.053375,class2
2152.152832,-630.576538,-489.701538,-311.48114,2152.152832,-630.576538,-311.48114,class2
-1252.550293,-781.008423,-543.622559,-336.119507,-1252.550293,-781.008423,-336.119507,class2
254.633179,-727.764832,-502.616394,-311.965332,254.633179,-727.764832,-311.965332,class2
3125.058838,-578.718079,-429.513336,-265.05835,3125.058838,-578.718079,-265.05835,class2
-2538.139648,-648.607178,-363.740082,-228.085068,-2538.139648,-648.607178,-228.085068,class2
-353.595459,-607.279663,-312.550659,-197.445633,-353.595459,-607.279663,-197.445633,class2
1033.122314,-469.781891,-302.929993,-187.704651,1033.122314,-469.781891,-187.704651,class2
1882.38916,-351.513519,-291.235382,-198.526291,1882.38916,-351.513519,-198.526291,class2
-303.675171,-95.992996,-300.536072,-214.705475,-303.675171,-95.992996,-214.705475,class2
4469.569336,17.724854,-319.352234,-221.77272,4469.569336,17.724854,-221.77272,class2
-1551.918457,-429.99469,-317.66217,-213.835602,-1551.918457,-429.99469,-213.835602,class2
-4993.048828,-670.536926,-293.032257,-191.587097,-4993.048828,-670.536926,-191.587097,class2
-1891.046875,-747.351196,-279.7146,-57.012508,-1891.046875,-747.351196,-57.012508,class2
-1603.295898,-702.837158,-208.593216,-8.331991,-1603.295898,-702.837158,-8.331991,class2
1401.110474,-96.567307,-27.578182,52.162983,1401.110474,-96.567307,52.162983,class2
4413.968262,436.822449,126.802513,90.658005,4413.968262,436.822449,90.658005,class2
-63.171448,348.774933,161.366852,76.857849,-63.171448,348.774933,76.857849,class2
-1211.638184,29.710968,79.388351,28.70208,-1211.638184,29.710968,28.70208,class2
1084.177246,76.723625,-60.299297,-61.787323,1084.177246,76.723625,-61.787323,class2
1636.91333,-16.599014,-263.305298,-187.345215,1636.91333,-16.599014,-187.345215,class2
-219.109497,-634.244202,-534.051025,-317.733368,-219.109497,-634.244202,-317.733368,class2
456.394318,-1317.964355,-740.349182,-403.665253,456.394318,-1317.964355,-403.665253,class2
-3473.356934,-1575.881348,-765.871216,-413.433777,-3473.356934,-1575.881348,-413.433777,class2
-4126.626953,-1173.12793,-640.531616,-364.042847,-4126.626953,-1173.12793,-364.042847,class2
892.239624,-741.178772,-508.021118,-299.67569,892.239624,-741.178772,-299.67569,class2
-3821.710449,-742.72406,-421.356995,-253.463409,-3821.710449,-742.72406,-253.463409,class2
-1919.9375,-791.328979,-362.123413,-217.150314,-1919.9375,-791.328979,-217.150314,class2
-4072.456787,-718.741699,-346.925415,-207.401337,-4072.456787,-718.741699,-207.401337,class2
-4070.174072,-673.227295,-361.606812,-227.713318,-4070.174072,-673.227295,-227.713318,class2
-5047.723633,-599.935913,-416.010071,-263.038025,-5047.723633,-599.935913,-263.038025,class2
3167.040527,-627.082947,-458.391541,-282.104431,3167.040527,-627.082947,-282.104431,class2
-1109.911377,-846.127686,-445.121918,-271.791901,-1109.911377,-846.127686,-271.791901,class2
-2441.089355,-761.790588,-394.371094,-239.849777,-2441.089355,-761.790588,-239.849777,class2
-5.672607,-531.211914,-163.13269,-11.202631,-5.672607,-531.211914,-11.202631,class2
430.732788,-303.932434,-62.630207,47.320808,430.732788,-303.932434,47.320808,class2
-1649.473022,29.876114,59.614315,96.974838,-1649.473022,29.876114,96.974838,class2
578.78418,99.37085,116.42186,110.94873,578.78418,99.37085,110.94873,class2
-1610.696655,-203.892365,67.235947,68.620193,-1610.696655,-203.892365,68.620193,class2
-2410.880615,-394.874878,-51.987782,-3.81529,-2410.880615,-394.874878,-3.81529,class2
2742.278809,-113.730263,-206.759262,-112.321426,2742.278809,-113.730263,-112.321426,class2
6589.098633,-180.822174,-425.216248,-244.02655,6589.098633,-180.822174,-244.02655,class2
-1905.640503,-1010.200806,-681.374268,-365.509735,-1905.640503,-1010.200806,-365.509735,class2
-6751.642578,-1710.497559,-824.323486,-428.346619,-6751.642578,-1710.497559,-428.346619,class2
-5547.853516,-1639.234619,-760.420044,-405.01593,-5547.853516,-1639.234619,-405.01593,class2
-3045.416992,-1161.357666,-582.275879,-330.250732,-3045.416992,-1161.357666,-330.250732,class2
-2773.648193,-793.355591,-417.237701,-251.88063,-2773.648193,-793.355591,-251.88063,class2
-2224.004883,-534.91864,-300.297485,-198.695938,-2224.004883,-534.91864,-198.695938,class2
1040.922852,-363.775574,-232.193848,-167.126434,1040.922852,-363.775574,-167.126434,class2
-2073.34375,-444.614624,-257.510681,-176.277985,-2073.34375,-444.614624,-176.277985,class2
1087.878906,-685.472412,-375.2836,-224.328934,1087.878906,-685.472412,-224.328934,class2
-341.707703,-1088.920288,-531.867676,-288.332794,-341.707703,-1088.920288,-288.332794,class2
-7027.38623,-1529.348267,-595.185913,-317.26178,-7027.38623,-1529.348267,-317.26178,class2
-9242.329102,-1259.000488,-512.524597,-296.114197,-9242.329102,-1259.000488,-296.114197,class2
1885.122192,-412.792114,-366.042969,-247.536224,1885.122192,-412.792114,-247.536224,class2
-4303.51709,-345.071808,-36.084496,36.406181,-4303.51709,-345.071808,36.406181,class2
21.498291,128.600433,125.720474,104.620918,21.498291,128.600433,104.620918,class2
-2129.158936,256.484131,201.976563,137.396912,-2129.158936,256.484131,137.396912,class2
-1344.146484,-82.763214,152.604614,118.559364,-1344.146484,-82.763214,118.559364,class2
-1988.765259,-439.474121,6.749992,44.065353,-1988.765259,-439.474121,44.065353,class2
-2058.018555,-634.63269,-171.170242,-50.510086,-2058.018555,-634.63269,-50.510086,class2
-4665.105957,-854.034485,-368.67984,-164.338867,-4665.105957,-854.034485,-164.338867,class2
-4830.583984,-1374.739258,-579.607239,-276.125488,-4830.583984,-1374.739258,-276.125488,class2
-5096.389648,-1702.631592,-709.135681,-355.70166,-5096.389648,-1702.631592,-355.70166,class2
-970.060303,-1258.765747,-669.57959,-371.749817,-970.060303,-1258.765747,-371.749817,class2
2147.519775,-528.958618,-494.016388,-312.279419,2147.519775,-528.958618,-312.279419,class2
1049.420166,-399.811768,-331.308472,-224.394318,1049.420166,-399.811768,-224.394318,class2
-1160.921631,-576.097412,-208.865875,-144.194183,-1160.921631,-576.097412,-144.194183,class2
51.435303,-316.875336,-99.698074,-92.094437,51.435303,-316.875336,-92.094437,class2
3945.731445,130.580811,-33.643448,-72.518768,3945.731445,130.580811,-72.518768,class2
-199.533401,3.803894,-105.517021,-106.086052,-199.533401,3.803894,-106.086052,class2
-2340.38916,-582.364197,-314.657959,-182.444031,-2340.38916,-582.364197,-182.444031,class2
1906.225342,-1222.425781,-537.14563,-269.290527,1906.225342,-1222.425781,-269.290527,class2
-2863.901611,-1503.423706,-591.07312,-304.407349,-2863.901611,-1503.423706,-304.407349,class2
267.526855,-877.981201,-449.743347,-276.665955,267.526855,-877.981201,-276.665955,class2
3055.274414,-58.740334,-250.39978,-220.913498,3055.274414,-58.740334,-220.913498,class2
-2231.586914,-208.850983,27.635757,58.231876,-2231.586914,-208.850983,58.231876,class2
4426.973145,482.175659,218.704865,123.886261,4426.973145,482.175659,123.886261,class2
1709.060913,637.439575,279.681274,140.420715,1709.060913,637.439575,140.420715,class2
862.401001,94.073334,185.200317,100.720505,862.401001,94.073334,100.720505,class2
-2546.359863,-274.980896,4.452965,12.941077,-2546.359863,-274.980896,12.941077,class2
996.455994,-348.043365,-181.794983,-83.404457,996.455994,-348.043365,-83.404457,class2
-1195.001343,-825.078125,-369.232422,-178.455795,-1195.001343,-825.078125,-178.455795,class2
-5830.745117,-1609.494873,-513.190186,-247.05127,-5830.745117,-1609.494873,-247.05127,class2
-7158.077148,-1468.933472,-498.96759,-274.403931,-7158.077148,-1468.933472,-274.403931,class2
-402.984619,-305.645294,-337.576569,-251.229156,-402.984619,-305.645294,-251.229156,class2
3220.42334,464.353149,-161.403503,-179.758209,3220.42334,464.353149,-179.758209,class2
-179.781982,83.800522,-78.976334,-98.46843,-179.781982,83.800522,-98.46843,class2
-2540.655273,-386.471558,-5.818329,-24.85804,-2540.655273,-386.471558,-24.85804,class2
-2969.439941,-45.97625,104.786743,24.797249,-2969.439941,-45.97625,24.797249,class2
-1147.131836,509.385132,162.835693,35.411495,-1147.131836,509.385132,35.411495,class2
-561.584717,342.657928,53.163246,-12.241375,-561.584717,342.657928,-12.241375,class2
-2376.672363,-411.346527,-191.262772,-102.703354,-2376.672363,-411.346527,-102.703354,class2
-4914.637695,-1003.508179,-409.222656,-199.808044,-4914.637695,-1003.508179,-199.808044,class2
-3553.987793,-894.104614,-444.950653,-245.64502,-3553.987793,-894.104614,-245.64502,class2
814.179443,-247.039749,-314.049469,-234.38353,814.179443,-247.039749,-234.38353,class2
-948.889282,90.042763,-155.377014,-197.838409,-948.889282,90.042763,-197.838409,class2
